Name,Rate,active_price,address,metro
Апартаменты Фестивальная 29,10/10,9 720,"Москва, ул. Фестивальная, д. 29",Речной Вокзал
от3 600руб.,8.1/10,3 600,"Москва, ул. Академика Волгина, д. 29к2",Университет дружбы народов
Хостел Полянка на Чистых Прудах,7.9/10,1 000,"Москва, Потаповский пер., д. 10",Чистые Пруды
Отель Отдых-2,7.8/10,2 700,"Москва, ул. Совхозная, д. 27",Люблино
Отель Маркелл,9.6/10,7 000,"Москва, пер. Большой Каретный, д. 4с5",Цветной бульвар
Апартаменты EasyGuest Покровский бульвар,9.8/10,11 830,"Москва, б-р Покровский, д. 14/6",Чкаловская
Апарт-отель Knokey Маяковская,9.4/10,5 650,"Москва, Оружейный пер., д. 13с2",Маяковская
Хостел Онли на Лесной,8.7/10,699,"Москва, ул. Лесная, д. 39",Менделеевская
Мини-отель Тарлеон,8.1/10,2 300,"Москва, ул. Авиамоторная, д. 44, стр. 1",Нижегородская МЦД-4
Апартаменты Генеральские у Кремля,10/10,12 000,"Москва, ул. Тверская, д. 6с1",Театральная
Отель Руссо Туристо (на Авиамоторной),9.3/10,4 500,"Москва, ул. Авиамоторная, д. 51а, стр. 2",Авиамоторная МЦД-3
Апартаменты Private Apartments на Каширском шоссе,9.6/10,4 340,"Москва, ш. Каширское, д. 65к3",Домодедовская
Отель АдвокатЪ на Покровке,9.3/10,3 690,"Москва, ул. Чаплыгина, д. 22",Курская
Гостиница Федорова,9.3/10,5 700,"Москва, Бескудниковский б-р, д. 58к1",Яхромская
Гостиница Измайловский,8.9/10,2 500,"Москва, ул. Верхняя Первомайская, д. 6, корп. 3",Первомайская
Гостиница Винтерфелл на Смоленской,8.7/10,2 590,"Москва, Шубинский пер., д. 2/3",Смоленская
Спа-отель Nova Luxe,8.9/10,5 400,"Москва, Варшавское ш., д. 27",Верхние Котлы
Отель Лондон,7.8/10,3 450,"Москва, ул. Ставропольская, д. 10/12",Люблино МЦД-2
Хостел Волга,8.9/10,750,"Москва, ул. Островитянова, д. 13",Университет дружбы народов
Апарт-отель Knokey Электрозаводская,8.3/10,4 100,"Москва, ул. Электрозаводская, д. 14с1",Электрозаводская
Апартаменты Красивые уютные в Москве,10/10,,"Москва, ул. Новохохловская, д. 15к3",Новохохловская МЦД-2
Апартаменты Knokey Красносельская,9.1/10,5 700,"Москва, ул. Нижняя Красносельская, д. 35с49",Бауманская
Апартаменты ЖК Kleinhouse Классический Лофт,8.1/10,3 821,"Москва, ул. Нижняя Красносельская, д. 35с2",Бауманская
Апартаменты BAFY HOME на Спартаке,10/10,3 899,"Москва, Волоколамское ш., д. 71/13к1",Спартак
Отель Library,9.4/10,5 700,"Москва, ул. 3-я Ямского Поля, д. 24",Белорусская
Мини-отель Лиза,9.3/10,3 300,"Москва, ул. Саратовская, д. 22",Стахановская
Мини-отель Travel Room Римская,8.9/10,1 390,"Москва, ул. Николоямская, д. 45с2",Марксистская
Апартаменты MaxRealty24 Лобачевского 120к1,9.1/10,5 082,"Москва, ул. Лобачевского, д. 120к1",Аминьевская МЦД-4
Отель Che Hotel,9.3/10,7 000,"Москва, ул. Малая Дмитровка, д. 29/3",Маяковская
Хостел Арбат 42,8.9/10,990,"Москва, ул. Арбат, д. 42, стр. 4",Смоленская
Хостелы Рус- Фрунзенская,8.7/10,800,"Москва, ул. 3-я Фрунзенская, д. 9",Фрунзенская
Хостел У ВДНХ,8.9/10,900,"Москва, ул. Седова, д. 15к2",Ботанический Сад
Апартаменты Уютные апартаменты на Каширском шоссе,10/10,3 227,"Москва, Каширское ш., д. 65к3",Домодедовская
Apartments Rockmond,9.6/10,15 400,"Москва, Пресненская наб., д. 8/1",Выставочная
Мини-отель BookBox,9.3/10,2 200,"Москва, ул. 1-я Прядильная, д. 5",Измайловская
Отель 22,9.1/10,3 360,"Москва, ул. Домостроительная, д. 1к3",Мещерская МЦД-4
от3 476руб.,9.6/10,3 476,"Москва, пр-д Солнечногорский, д. 17",Моссельмаш МЦД-3
Хостел CHEERS Capsule Place,7/10,1 122,"Москва, пер. Малый Кисловский, д. 7с1",Арбатская
Отель Хорошов,9.3/10,4 400,"Москва, Хорошевское ш., д. 17",Беговая МЦД-1
Апартаменты MaxRealty24 Москва Рязанский проспект 2/1к4И,10/10,3 273,"Москва, пр-кт Рязанский, д. 2/1к4И",Стахановская
Хостел Артист на Казанском,8.1/10,3 200,"Москва, ул. Новорязанская, д. 16/11, стр. 1",Комсомольская
Хостел на Пушкинской,7.8/10,2 520,"Москва, ул. Садовая-Каретная, д. 20с1",Цветной бульвар
Хостел Travel Inn на Электрозаводской,7.9/10,475,"Москва, Попов пр-д, д. 4",Электрозаводская
Апартаменты Гости Любят у метро Новопеределкино. Бежевая,9.8/10,4 440,"Москва, ул. Чоботовская, д. 2к1",Новопеределкино
от4 500руб.,9.3/10,4 500,"Москва, ул. Большая, д. 84/3",Коломенская
Апартаменты MaxRealty24 Москва Ботаническая 41/7,10/10,3 740,"Москва, ул. Ботаническая, д. 41к7",Владыкино
Гостиный дом,8.5/10,4 000,"Москва, ул. Василия Петушкова, д. 25",Трикотажная МЦД-2
Апартаменты Квартира Свободна - ш. Хорошевское 46,8.9/10,3 600,"Москва, ш. Хорошёвское, д. 46",Беговая МЦД-1
Марфино-отель,9.3/10,5 350,"Москва, Кашенкин луг, д. 8/1",Улица Милашенкова
Апартаменты 5ти комнатная квартира с видом на КРЕМЛЬ,10/10,17 688,"Москва, ул. Серафимовича, д. 2",Боровицкая
Апартаменты Доходный Дом Якорь,9.1/10,3 675,"Москва, Потаповский пер., д. 5с1",Чистые Пруды
Апартаменты ApartLux на Приютском,8.7/10,5 000,"Москва, Приютский пер., д. 3",Белорусская
Хостел Медведково,9.4/10,900,"Москва, ул. Полярная, д. 54, стр. 2",Медведково
Отель Комфорт на Дмитровском шоссе,9.1/10,4 000,"Москва, Дмитровское ш., д. 90к1",Селигерская
Апартаменты Lux с террасой в центре Москвы,10/10,16 080,"Москва, пер. Большой Строченовский, д. 9",Павелецкая
Отель Петровка,9.8/10,6 687,"Москва, ул. Петровка, д. 19с3",Чеховская
Хостел Старт на Вишнёвой,8.7/10,625,"Москва, ул. Вишневая, д. 13а",Тушинская МЦД-2
Апартаменты 1-комнатная квартира м. Шелепиха,10/10,7 020,"Москва, Шелепихинское шоссе, д. 9",Шелепиха
от4 000руб.,10/10,4 000,"Москва, ул. Воронцовская, д. 2/10с1",Марксистская
Гостевой дом ФлигелёкЪ,8.9/10,3 696,"Москва, ул. Новая Басманная, д. 12с4",Красные Ворота
Апартаменты MaxRealty24 г Москва 2-й Амбулаторный проезд 8 ст 1,7.8/10,3 696,"Москва, 2-й Амбулаторный пр-д, д. 8с1",Красный Балтиец МЦД-2
Мини-отель Lefort,9.1/10,4 000,"Москва, ул. Душинская, д. 20",Авиамоторная
Гостиница Тимирязево,10/10,4 100,"Москва, ул. Тимирязевская, д. 6",Дмитровская МЦД-2
Апартаменты LuxKV - Рублевское шоссе 5,9.3/10,"3 094,20","Москва, ш. Рублёвское, д. 5",Кунцевская МЦД-1
Мини-отель Комфорт,9.8/10,4 000,"Москва, Дмитровское ш., д. 96, к. 4",Яхромская
Хостел Travel Inn на Первомайской,8.1/10,440,"Москва, ул. Средняя Первомайская, д. 28",Первомайская
Гостиница Погости.ру на Алтуфьевском шоссе,8.9/10,4 440,"Москва, Алтуфьевское ш., д. 28",Дегунино МЦД-1
Мини-отель СОВА,8.7/10,5 100,"Москва, ул. Героев Панфиловцев, д. 11к2",Планерная
Хостел Христал Лубянка,8.9/10,1 085,"Москва, Кривоколенный пер., д. 4с3",Лубянка
Апартаменты Стильная cтудия в cтилe минимaлизм pядoм c ВДНХ,10/10,5 360,"Москва, ул. Сельскохозяйственная, д. 17к4",Ботанический Сад
Апартаменты ApartLux 1905,8.5/10,4 200,"Москва, ул. 1905 года, д. 11с1",Улица 1905 года
Хостел Радио Хостел,9.3/10,1 080,"Москва, наб. Академика Туполева, д. 15к24",Курская МЦД-2
Отель Ясенево,8.7/10,3 300,"Москва, ул. Инессы Арманд, д. 8/17",Битцевский парк
Апартаменты MaxRealty24 Аминьевское 4Дк1,8.5/10,6 017,"Москва, Аминьевское ш., д. 4Д к. 1",Аминьевская МЦД-4
Отель Magic Harp,9.1/10,11 200,"Москва, пер. Лялин, д. 3с3",Курская
Апартаменты ЖК Люблино,7.4/10,3 132,"Москва, ул. Цимлянская, д. 3к3",Люблино
Апартаменты MaxRealty24 Москва Большая Якиманка 32,10/10,4 312,"Москва, ул. Большая Якиманка, д. 32",Октябрьская
Апартаменты Эстетская студия от Zen Home рядом с ВДНХ,9.6/10,5 360,"Москва, ул. Сельскохозяйственная, д. 17к4",Ботанический Сад
Халва отель Полянка,8.9/10,2 600,"Москва, ул. Большая Полянка, д. 43/2",Полянка
Апартаменты MaxRealty24 Москва Очаковское ш.5 к.1,8.3/10,4 464,"Москва, Очаковское ш., д. 5к1",Аминьевская
Хостел Олимпия,9.1/10,1 300,"Москва, ул. Дмитрия Ульянова, д. 24",Академическая
Апарт-отель Апартсити,9.1/10,12 000,"Москва, 1-й Красногвардейский пр-д, д. 21с2",Международная
от2 500руб.,7.9/10,2 500,"Москва, Малый Каковинский пер., д. 3с1",Смоленская
Мини-отель Guest Room SAD 3,9.6/10,2 400,"Москва, Милютинский пер., д. 19/4с2",Сретенский бульвар
Апарт-отель Knokey Арбат,8.5/10,11 400,"Москва, ул. Новый Арбат, д. 6",Арбатская
Хостел Буран,9.1/10,1 332,"Москва, Наставнический пер., д. 18/11с4",Чкаловская
Апартаменты 2-х комнатные с дизайнерским ремонтом,10/10,17 018,"Москва, ул. Мытная, д. 40к4",Шаболовская
Апартаменты LuxKV- Зацепа 22,4.4/10,6 313,"Москва, ул. Зацепа, д. 22",Павелецкая
Апартаменты MaxRealty24 ул. Героев Панфиловцев 1к5,10/10,4 212,"Москва, ул. Героев Панфиловцев, д. 1, корп. 5",Сходненская
Уютная однокомнатная квартира возле м.Саларьево,10/10,5 144,"Москва, п. Московский, ул. Саларьевская, д. 16к3",Саларьево
Хостел Коливинг Запятая,9.1/10,1 690,"Москва, пл. Спартаковская, д. 16/15, стр. 1",Бауманская
Апарт-отель Knokey Парк Легенд,9.8/10,4 900,"Москва, ул. Автозаводская, д. 23Бк2",ЗИЛ
Гостиница Moon,8.7/10,3 300,"Москва, б-р Марьинский, д. 7",Марьино
от9 702руб.,9.3/10,9 702,"Москва, пер. Милютинский, д. 2",Лубянка
Хостел Campus,8.7/10,960,"Москва, ул. Шипиловская, д. 17, к. 3, эт. 7",Орехово
Отель Сова на Преображенской площади,8.7/10,3 700,"Москва, ул. Суворовская, д. 2б",Электрозаводская
Апартаменты MaxRealty24 на Аминьевском 5,4.8/10,3 647,"Москва, Аминьевское ш., д. 5",Аминьевская
Апартаменты LuxKV - Басманный пер,9.8/10,"5 062,50","Москва, пер. 1-й Басманный, д. 5/20с3",Комсомольская
Отель Паллада РАН,8.9/10,4 000,"Москва, ул. Островитянова, д. 14",Коньково
Апартаменты ApartLux на Новаторов,7.9/10,3 700,"Москва, ул. Новаторов, д. 34к6",Новаторская
Апартаменты на м. Технопарк около острова мечты,9.3/10,,"Москва, пр-кт Андропова, д. 10",Технопарк
Хостел Nice Hostel Paveletskaya (Найс Павелецкая),8.7/10,2 700,"Москва, Космодамианская наб., д. 40-42/3",Таганская
Гостевой дом Пафос у Кремля,8.1/10,2 646,"Москва, ул. Варсонофьевский пер., д. 8",Кузнецкий Мост
Апартаменты MaxRealty24 Мичуринский проспект 38,9.3/10,4 057,"Москва, Мичуринский пр-кт, д. 38",Раменки
Гостиница Myhotel24 Voikovskaya,9.3/10,5 100,"Москва, 1-й Войковский пр-д, д. 16к1",Стрешнево МЦД-2
Апартаменты В ЖК Тополя,8.9/10,3 794,"Москва, ул. Верхние Поля, д. 32к2",Братиславская
Хостел Этаж на Нижегородской,8.3/10,1 000,"Москва, ул. Нижегородская, д. 32, стр. 4",Калитники МЦД-2
Хостел Хона,8.7/10,600,"Москва, ул. Болотниковская, д. 36к5",Нахимовский Проспект
Хостелы Рус - на Пречистенке,9.3/10,1 000,"Москва, пер. Сеченовский, д. 8 с. 3",Кропоткинская
Отель Tesla,8.9/10,5 500,"Москва, пер. Последний, д. 18",Сухаревская
Мини-отель Рандеву,9.3/10,6 720,"Москва, ул. Трофимова, д. 25/1, 7 км трассы М-6 (Р22)",Кожуховская
Ленин Хостел,9.1/10,1 024,"Москва, Ленинский пр-т, д. 152",Юго-западная
Хостел Only,8.3/10,599,"Москва, Плетешковский пер., д. 6с2",Бауманская
Апартаменты EasyGuest у м. Спартак,9.4/10,,"Москва, Волоколамское ш., д. 71/22к3",Спартак
Апартаменты Мама Ро на Мясницкой,8.5/10,14 800,"Москва, ул. Мясницкая, д. 30с3, этаж 3",Чистые Пруды
Хостел на Солженицына,8.7/10,500,"Москва, ул. Александра Солженицына, д. 31с2",Марксистская
Гостиница МонАрх,9.1/10,12 000,"Москва, пр. Ленинградский, д. 31Ас1",Динамо
Гостиница Москва Комфорт,8.5/10,3 300,"Москва, ул. Самотёчная., д. 1/15",Цветной бульвар
Отель Необыкновенный,9.6/10,6 560,"Москва, б-р Цветной, д. 13/2",Цветной бульвар
Melius Hostel,9.4/10,680,"Москва, ул. Трофимова, д. 1/17",Автозаводская
Апартаменты Liner-Ap,9.4/10,8 160,"Москва, Ходынский бульвар, д. 20А",ЦСКА
Апартаменты Левый Берег,10/10,3 688,"Москва, ул. Левобережная, д. 4к14",Беломорская
Апартаменты GEOnatella,10/10,6 700,"Москва, Ленинский пр-т, д. 43к9",Площадь Гагарина
Отель Вымпел,8.7/10,2 300,"Москва, ул. Вельяминовская, д. 34",Семеновская
ApartLux Киевская д. 7,8.1/10,7 500,"Москва, ул. Большая Дорогомиловская, д. 7",Киевская
Отель Gipnoz na Kutuzovskom,9.1/10,8 784,"Москва, пр. Кутузовский, д. 24",Выставочная
Апартаменты ЖК Среда,7.9/10,3 227,"Москва, Рязанский пр-т, д. 2/1 к2а",Нижегородская МЦД-4
Апартаменты LuxKV na Kazakova 7,9.4/10,6 875,"Москва, ул. Казакова, д. 7",Курская
Мини-отель Мансилион,9.1/10,4 797,"Москва, ул. Тверская, д. 12/8, вход 12А",Чеховская
Хостел Caps Hotel на Остоженке,9.1/10,1 280,"Москва, ул. Остоженка, д. 7 стр. 1",Кропоткинская
Гостиница Моми Дубровка,9.8/10,5 670,"Москва, ул. Шарикоподшипниковская, д. 18",Дубровка
Апарт-отель Knokey Патриаршие Пруды,9.6/10,7 300,"Москва, Вспольный пер., д. 10",Баррикадная
Гостиница Gallery,9.3/10,4 160,"Москва, ул. Малая Ордынка, д. 38, стр. 2",Добрынинская
Апартаменты рядом с Островом Мечты,10/10,6 030,"Москва, пр-кт Андропова, д. 10",Технопарк
Апартаменты Квартира Свободна - Б. Дорогомиловская 7,9.8/10,6 250,"Москва, ул. Большая Дорогомиловская, д. 7",Киевская
Уютная апартаменты,10/10,4 000,"Москва, ул. Фёдора Полетаева, д. 21к3",Рязанский Проспект
Гостиница День и ночь на Профсоюзной,9.1/10,6 800,"Москва, пр. Нахимовский, д. 67, корп. 4",Профсоюзная
Апартаменты Happy people На Генерала Антонова 4к2,10/10,5 927,"Москва, ул. Генерала Антонова, д. 4к2",Беляево
Хостел Степ,8.1/10,500,"Москва, ул. 5-я Кабельная, д. 2с1, этаж 5",Нижегородская
Апартаменты MaxRealty24 Проспект Вернадского 61,10/10,4 464,"Москва, пр-т Вернадского, д. 61",Проспект Вернадского
Хостел TImeLapse,9.3/10,1 150,"Москва, Большой Сухаревский пер., д. 25с2",Сухаревская
Стильные и уютные апартаменты рядом с Белым Домом,9.8/10,6 000,"Москва, Украинский б-р, д. 6",Киевская
Хостел Heritage,9.1/10,1 270,"Москва, ул. Мясницкая, д. 17 с. 1",Тургеневская
Апартаменты Квартра-студия м. Лесопарковая,10/10,5 400,"Москва, Варшавское ш., д. 168",Лесопарковая
Апартаменты Luxkv на Щипковском,9.8/10,"3 487,50","Москва, пер. 2-й Щипковский, д. 8",Серпуховская
Отель Бродвей,8.9/10,4 851,"Москва, ул. Генерала Белобородова, д. 34",Пенягино МЦД-2
Хостел Вежливый лось,7.4/10,500,"Москва, Ленинградское ш., д. 21",Балтийская
Кварт-Отель на Арбате,10/10,6 100,"Москва, ул. Новый Арбат, д. 16",Арбатская
Апартаменты ApartLux Речной вокзал,8.3/10,4 500,"Москва, ул. Фестивальная, д. 15к1",Речной Вокзал
Апартаменты Перерва 16,8.9/10,3 600,"Москва, ул. Перерва, д. 16",Перерва МЦД-2
Отель Комфорт1,9.1/10,4 700,"Москва, пр-д Бескудниковский, д. 2к2",Яхромская
Апартаменты Private Apartments,8.3/10,5 240,"Москва, ул. Новодмитровская, д. 2к1А",Дмитровская
Апарт-отель Axis Moscow Colors,9.6/10,5 650,"Москва, б-р Цветной, д. 25, с. 1",Цветной бульвар
Апартаменты MaxRealty24 ул. Адмирала Макарова 6А,10/10,3 927,"Москва, ул. Адмирала Макарова, д. 6а",Водный Стадион
Хостел Слобода,8.5/10,559,"Москва, пер. Посланников, д. 18, стр. 1",Бауманская
Апартаменты В отеле Салют,,3 900,"Москва, Ленинский просп., д. 158",Тропарево
Апартаменты Эстетская cтудия в cтилe минимaлизм pядoм c ВДНХ,10/10,5 360,"Москва, ул. Сельскохозяйственная, д. 17к4",Ботанический Сад
Хостел Парк Победы,8.5/10,880,"Москва, ул. Василисы Кожиной, д. 14к1",Багратионовская
Апартаменты Однокомнатная квартира,10/10,3 105,"Москва, пр-кт Будённого, д. 51, к. 3",Шоссе Энтузиастов
Хостелы Рус Театральная,9.3/10,1 380,"Москва, Столешников пер., д. 7с3",Чеховская
Хостел Никитская капсула,9.4/10,1 008,"Москва, ул. Большая Никитская, д. 22/2",Арбатская
Апартаменты ApartLux на Енисейской,8.9/10,3 800,"Москва, ул. Енисейская, д. 22, к. 2",Бабушкинская
Апартаменты на Студёном,8.5/10,3 993,"Москва, Студёный пр-д, д. 6к3",Медведково
Апартаменты Селфрич,9.6/10,3 900,"Москва, ш. Ленинградское, д. 40",Балтийская
Апартаменты В ЖК Ривер Парк,6.8/10,3 362,"Москва, ул. Корабельная, д. 9",Нагатинский затон
Апартаменты На 6-й Парковой,10/10,3 709,"Москва, ул. 6-я Парковая, д. 29А",Первомайская
Апартаменты Квартира на Москве реке,,"4 657,50","Москва, Волоколамское ш., д. 81/2с3",Трикотажная МЦД-2
Мелиус Хостел 2-й Кожуховский поезд,8.7/10,730,"Москва, пр-д 2-й Кожуховский, д. 29к2с2",ЗИЛ
Мини-отель Гугуша,9.3/10,3 500,"Москва, ул. Бажова, д. 8",Ростокино
Апарт-отель Axis.Moscow Island,9.4/10,5 010,"Москва, ул. Садовническая, д. 67, стр. 2",Таганская
Апартаменты LuxKV - Старомонетный пер,9.3/10,5 625,"Москва, пер. Старомонетный, д. 18",Полянка
Апартаменты Квартира Свободна - Грузинский переулок 12,8.9/10,3 600,"Москва, пер-к Грузинский, д. 12",Белорусская МЦД-4
Отель Revival,8.7/10,5 517,"Москва, ул. Петровка, д. 19, стр. 3",Чеховская
Хостел Тревел Инн,7.8/10,500,"Москва, пер. Октябрьский, д. 23",Марьина Роща
Хостел Артист на Старой Басманной,7.9/10,3 000,"Москва, ул. Старая Басманная, д. 18, стр. 13",Курская МЦД-2
Апартаменты LuxKV - Переулок Маяковского,8.7/10,"3 431,70","Москва, пер. Маяковского, д. 3",Марксистская
Хостел Caps Hotel,8.5/10,1 272,"Москва, Гагаринский пер., д. 5с1",Кропоткинская
Мини-отель Бута 2,9.8/10,5 500,"Москва, Варшавское ш., д. 23",Верхние Котлы
Отель Bulgakov Residence,9.4/10,7 930,"Москва, Большой Палашевский пер., д. 9/2",Пушкинская
от3 900руб.,9.1/10,3 900,"Москва, ул. Фадеева, д. 5",Маяковская
Хостел Этаж,7.8/10,1 100,"Москва, ул. Осташковская, д. 9к5",Бабушкинская
Хостел Комфорт,8.5/10,700,"Москва, ул. Старокачаловская, д. 1к1",Бульвар Дмитрия Донского
Мини-отель Птица-Синица,9.1/10,5 124,"Москва, Малый Гнездниковский пер., д. 9с1",Тверская
от3 600руб.,8.9/10,3 600,"Москва, пр-д Коломенский, д. 14к1",Каширская
от3 600руб.,8.9/10,3 600,"Москва, ул. Академика Миллионщикова, д. 35к4",Каширская
Апарт-отель Knokey Динамо,9.8/10,5 500,"Москва, Ленинградский пр-т, д. 29к1",Динамо
Мини-отель Горбуновъ,9.4/10,4 000,"Москва, ул. Девятая Рота, д. 16",Преображенская Площадь
Хостел Старт на Саратовской,9.1/10,800,"Москва, ул. Саратовская, д. 18/10",Текстильщики
Хостел REST Москва,8.1/10,800,"Москва, Волжский б-р, д. 8к1",Текстильщики
Хостел Оранж,9.1/10,4 500,"Москва, Подсосенский пер., д. 21с1",Чкаловская
Мини-отель Маршал,7.2/10,3 200,"Москва, ул. Маршала Баграмяна, д. 8",Люблино
Мини-отель it.rooms,10/10,4 000,"Москва, ш. Загородное, д. 8к2",Крымская
от4 000руб.,9.4/10,4 000,"Москва, ул. Остоженка, д. 47",Парк Культуры
Dream Place Hostel,9.4/10,1 200,"Москва, ул. Новослободская, д. 50/1с1",Менделеевская
Хостел На Рубле,8.9/10,1 080,"Москва, ш. Рублёвское, д. 18к3",Молодежная
Мини-отель Апельсин на Трубной,9.3/10,4 500,"Москва, б-р. Петровский, д. 15С1",Трубная
Мини-отель ЛаЛуна,8.9/10,4 100,"Москва, пр. 60-летия Октября, д. 14",Академическая
Гостиница Погости на Алексеевской,8.9/10,4 485,"Москва, ул. Маломосковская, д. 21к1",Алексеевская
Апартаменты MaxRealty24 на Коштоянца 39,10/10,5 753,"Москва, ул. Коштоянца, д. 39",Проспект Вернадского
Апарт-отель Knokey Лофт ФМ,9.6/10,4 600,"Москва, ул. Нижегородская, д. 32с3",Калитники МЦД-2
Апарт-отель Knokey Рижская,10/10,4 700,"Москва, Средняя Переяславская ул., д. 27с1",Рижская МЦД-2
Хостел Вежливый Лось гл,7.2/10,550,"Москва, ул. Седова, д. 13а",Ботанический Сад
Гостиница Столичная,9.1/10,4 400,"Москва, ул. Новорязанская, д. 26, стр. 1",Комсомольская
Иван Чай - отель и кофейня,9.6/10,4 400,"Москва, Нагатинская набережная, д. 10к3",Коломенская
Хостел Дип Слип,8.9/10,1 150,"Москва, Волгоградский пр-т, д. 51",Текстильщики
Хостел Мастерская,8.3/10,345,"Москва, пр. Черепановых, д. 46а, этаж 1",Коптево
Хостел Кампус 312,8.9/10,700,"Москва, пер. Партийный, д. 1к11",Серпуховская
Отель Norke Prime Kitay-gorod,8.7/10,4 950,"Москва, пер. Подколокольный, д. 4/7",Китай-город
Мини-отель Дворики,9.4/10,4 000,"Москва, ул. Захарьинские дворики, д. 3",Щербинка МЦД-2
Апарт-отель Knokey Селигерская,9.4/10,3 750,"Москва, Дмитровское ш., д 81",Селигерская
Хостел Orange,8.7/10,3 000,"Москва, ул. Краснопрудная, д. 22а, этаж 2",Красносельская
Апартаменты LuxKV - Кудринская 1,8.9/10,4 500,"Москва, Кудринская площадь, д. 1",Баррикадная
Апарт-отель Knokey ЦСКА,9.4/10,4 600,"Москва, ул. Автозаводская, д. 23с120",ЗИЛ
от6 300руб.,8.7/10,6 300,"Москва, Ленинский пр-т, д. 15",Шаболовская
Хостел Comfort park,8.7/10,626,"Москва, пр-т. Мира, д. 184, корп. 1",Улица Сергея Эйзенштейна
Хостел Рус-Ленинская Слобода,8.9/10,650,"Москва, 1-й Кожуховский пр-д, д. 1/7, 1 этаж, пом. 6",Автозаводская
Хостел Вежливый Лось на Вятском,6.6/10,780,"Москва, 4-й Вятский пер., д. 10",Дмитровская МЦД-2
Хостел M&D,9.1/10,1 100,"Москва, ул. Островитянова, 9к3",Университет дружбы народов
Хостел ALL MUSIC Hostel №1 Маяковская,9.1/10,840,"Москва, ул. Садовая-Триумфальная, д. 12/14",Маяковская
Hostel House,8.9/10,1 250,"Москва, б-р Покровский, д. 8с2б",Чкаловская
Отель Нота,8.9/10,3 100,"Москва, ул. Перерва, д. 68/35",Люблино
Private Apartments на Волоколамском шоссе,10/10,4 790,"Москва, Волоколамское ш., д. 24к1",Стрешнево
от3 900руб.,9.1/10,3 900,"Москва, ул. Беговая, д. 14",Беговая
Отель IDERA,9.4/10,4 900,"Москва, пр-кт Рязанский, д. 2к3",Нижегородская
Хостел Шаболовка-Отель,8.9/10,700,"Москва, ул. Шухова, д. 5",Шаболовская
Мини-отель Norka,9.4/10,3 500,"Москва, ул. Большая Почтовая, д. 34с12",Электрозаводская МЦД-3
Гостевой дом Внукинг,8.1/10,1 400,"Московская обл, пос. Московский, СНТ Верхнее Акатово, д. 72с1",
Мини-отель Сова на Каширской,9.4/10,4 500,"Москва, Каширское ш., д. 55к5",Москворечье МЦД-2
Хостел Порт Павелецкая,8.3/10,480,"Москва, Дербеневская набережная, д. 13/17 к.  1",Автозаводская
Хостел Eger177,7.2/10,499,"Москва, ул. Егерская, д. 1",Сокольники
Апарт-отель Knokey Local,10/10,3 400,"Москва, Дмитровское шоссе, д. 46к1",Петровско-Разумовская МЦД-3
Академ-Хостел,8.9/10,750,"Москва, ул. Шверника, д. 16, корп. 1",Крымская
от1 600руб.,8.1/10,1 600,"Москва, пл. Рижская, д. 1",Рижская
Хостел Трэвел ИНН,8.5/10,450,"Москва, ул. Большая Марфинская, д. 1к2",Улица Милашенкова
Хостел Идеал,7.8/10,2 800,"Москва, ул. 2-Я Рощинская, д. 4",Тульская
Хостел Планета,7.8/10,500,"Москва, ул. Планетная, д. 31",Гражданская МЦД-2
Хостел Христал,9.1/10,2 500,"Москва, ул. Академика Анохина, д. 11",Юго-западная
ApartLux Кантемировская,8.1/10,5 000,"Москва, ул. Кантемировская, д. 22с3",Кантемировская
ApartLux Сокол,8.7/10,4 000,"Москва, ул. Песчаная, д. 6",Сокол
Апартаменты ApartLux Авиамоторная,8.9/10,4 500,"Москва, ул. Шепелюгинская, д. 5 к. 1",Москва Товарная МЦД-2
ApartLux на Нижегородской,8.5/10,7 500,"Москва, ул. Нижегородская, д. 12",Римская
Апартаменты ApartLux на Жигулёвской,8.5/10,4 000,"Москва, ул. Жигулевская, д. 12, к. 5",Кузьминки
Апартаменты ApartLux на улице Генерала Ярмолова,8.7/10,6 500,"Москва, ул. Генерала Ярмолова, д. 2",Поклонная МЦД-4
ApartLux Серпуховская,8.3/10,4 500,"Москва, ул. Большая Серпуховская, д. 31/4",Серпуховская
Апартаменты Мама Ро,9.3/10,14 000,"Москва, ул. Мясницкая, д. 35а",Сретенский бульвар
Апартаменты На Белорусской,9.3/10,4 400,"Москва, пер. Грузинский, д. 16",Белорусская МЦД-4
Хостел Берег,8.7/10,1 000,"Москва, Варшавское ш., д. 29, корп. 1",Верхние Котлы
Апартаменты White Sky Apartments,9.8/10,6 000,"Москва, пр-кт Мира, д. 184к2",Улица Сергея Эйзенштейна
Хостел Freedom,8.5/10,600,"Москва, ул. Большая Почтовая, д. 18/20к18",Бауманская
Стильная однокомнатная квартира на Цветном бульваре,10/10,9 000,"Москва, пер. 1-й Волконский, д. 15",Цветной бульвар
"Апартаменты Gm, ул. Большая Дмитровка, 21/7",9.6/10,18 000,"Москва, ул. Большая Дмитровка, д. 21",Чеховская
Апартаменты Next to Kremlin,10/10,10 500,"Москва, ул. Тверская, д. 6с5",Театральная
Апартаменты LUX пятикомнатная на Лубянке,9.6/10,12 000,"Москва, пер. Армянский, д. 7",Китай-город
Апартаменты Gm Арбат 49,10/10,15 000,"Москва, ул. Арбат, д. 49",Смоленская
Апартаменты Город - М Арбат 31,8.7/10,8 500,"Москва, ул. Арбат, д. 31",Арбатская
