Name,Kitchen,Time,Rate,Price,Metro
Флотилия Рэдиссон Ройал,Рестораны у воды,,,1700 - 3000,Киевская
Фонарь,Кафе,Открыто до 22:00,,700 - 1700,Братиславская
Фонбет,Спортбары,Открыто до 00:00,,700 - 1700,Проспект Вернадского
Фонбет,Спортбары,Открыто до 00:00,,700 - 1700,Арбатская
Фонбет,Спортбары,Открыто до 00:00,,700 - 1700,Отрадное
Фон Вакано,Пивные рестораны,Открыто до 23:00,,700 - 1700,"Родионовская, 10, корп. 1"
Фонда,Русская кухня,Открыто до 00:00,,700 - 1700,Дубровка;Кожуховская
Фонтан View,Европейская кухня,Открыто до 21:00,,700 - 1700,ВДНХ
Фо нэм,Вьетнамская кухня,Открыто до 22:00,,700,Нахимовский проспект;Каховская
Формула,Бары,Открыто до 01:00,,700,"Истринский р-н, Дедовск, Ногина, 4"
Фортепьяно,Кафе,Открыто до 23:00,,700,Владыкино
Фо-фа,Вьетнамская кухня,Открыто до 23:00,,700,Фрунзенская;Спортивная
Фо-фа,Вьетнамская кухня,Открыто до 00:00,,700,"аэропорт Шереметьево, терминал В"
Фочная,Кафе,Открыто до 22:00,,700,Маяковская
Франсуа,Пекарни,Открыто до 21:00,,,Чистые пруды;Тургеневская
Франсуа,Пекарни,Открыто до 21:00,,,Цветной бульвар;Трубная
Франсуа,Пекарни,Открыто до 21:00,,,Полянка
Франсуа,Пекарни,Открыто до 21:00,,,Фрунзенская
Франсуа,Пекарни,Открыто до 21:00,,,Университет
Франсуа,Пекарни,Открыто до 21:00,,,Ломоносовский проспект;Раменки
Фрателло,Итальянская кухня,Открыто до 00:00,,700 - 1700,Студенческая
Фрау Бротхен,Кондитерские,Открыто до 21:00,,,Новослободская;Менделеевская
Фрау Шнапсбир,Пивные рестораны,Открыто до 23:00,,700 - 1700,Шаболовская;Тульская
Френдс. Central Perk,Кафе,Открыто до 23:00,,700 - 1700,Преображенская площадь
Фреш-кафе,Кофейни,Открыто до 18:00,,,"Истринский р-н, дер. Аносино"
Фреш-маркет,Кафе,Открыто до 23:00,,700 - 1700,Киевская;Раменки
Фришная,Фастфуд,Открыто до 23:00,,700,Белорусская;Новослободская
Фуда,Китайская кухня,Открыто до 23:00,,1700 - 3000,Фрунзенская
Фуд-корт «Брокколи»,Фуд-корты,Открыто до 21:00,,,Таганская;Марксистская
Фуд-корт Гастрофермы,Фуд-корты,Открыто до 21:00,,,Красносельская;Бауманская
Фуд-корт Даниловского рынка,Фуд-корты,Открыто до 21:00,,,Тульская
Фуд-корт «Комбинат»,Фуд-корты,Открыто до 22:00,,,Павелецкая
Фуд-корт «Садовый буфет»,Фуд-корты,Открыто до 23:00,,,Проспект Мира
Фуд-корт Усачевского рынка,Фуд-корты,Открыто до 23:00,,,Фрунзенская;Спортивная
Фуд-корт «Цветной»,Фуд-корты,Открыто до 22:00,,,Цветной бульвар;Трубная
Фуд-корт «Экомаркет»,Фуд-корты,Открыто до 22:00,,,Коньково
Фуд-маркет «Гастровилла»,Фуд-корты,Открыто до 22:00,,,"Истринский р-н, дер. Покровское, Центральная, 33, корп. 10, Novaya Riga Outlet Village"
Фудмаркет «Еда вокруг света»,,Открыто до 22:00,,,Деловой центр
Фудмаркет «Парник»,Фуд-корты,,,,Лубянка;Кузнецкий Мост
Фуд-маркет «Станколит»,Фуд-корты,Открыто до 22:00,,,Савеловская
Фуд-молл Streat,Фуд-корты,Открыто до 22:00,,,Автозаводская
Фуд-молл «Депо Лесная»,Фуд-корты,,,,Белорусская;Новослободская
Фуд-молл «Привоз»,Фуд-корты,Открыто до 22:00,,,Жулебино
Фуд-молл «Три вокзала. Депо»,Доставка,Открыто до 23:00,,,Комсомольская
Фуд-холл Green Market,Фуд-корты,Открыто до 23:00,,,Беляево
Фуд-холл Gremm,Фуд-корты,Открыто до 23:00,,,Улица Академика Янгеля
Фуд-холл Kitchen Garden,Вайфай,Открыто до 23:00,,,Технопарк
Фуд-холл «Баум»,Фуд-корты,Открыто до 22:00,,,Бауманская
Фу сян,Китайская кухня,Открыто до 23:00,,700 - 1700,Парк Победы;Кутузовская
Фьюжн,Банкетные залы,Открыто до 22:00,,1700 - 3000,Мякинино
Хавчик тут,Фуд-корты,Открыто до 22:00,,,Юго-Западная
Халасё,Паназиатская кухня,Открыто до 22:00,,700,Бабушкинская
Халва,Кофейни,Открыто до 19:00,,700,Проспект Мира
Халиф,Азербайджанская кухня,Открыто до 03:00,,700 - 1700,"Ногинский р-н, пос. Ильинский, Театральная, 9"
Халяль,Кафе,Открыто до 00:00,,700,"Котельники, микрорайон Силикат, 44, стр. 1"
Хан Канг,Корейская кухня,Открыто до 07:00,,700 - 1700,Воробьевы горы;Ленинский проспект
Хаос,Гастробары,Открыто до 00:00,,1700 - 3000,Чистые пруды;Курская
Харбин,Китайская кухня,Открыто до 23:00,,1700 - 3000,Октябрьская
Харизма,Караоке,,,,Бауманская
Харизма,Караоке,,,,Чистые пруды;Тургеневская
Харизма,Караоке,,,,Молодежная
Хатимаки,Кафе,Открыто до 23:00,,700 - 1700,"Щербинка, Новостроевская, 6, ТЦ «Галерея Щербинка», 1 этаж"
Хатимаки,Кафе,Открыто до 23:00,,700 - 1700,Бульвар Дмитрия Донского;Улица Старокачаловская
Хатимаки,Кафе,Открыто до 23:00,,700 - 1700,"пос. Коммунарка, Липовый Парк, 9"
Хатимаки,Кафе,Открыто до 23:00,,700 - 1700,Улица Скобелевская
Хатимаки,Кафе,Открыто до 23:00,,700 - 1700,"Ленинский р-н, дер. Боброво, Лесная, 20, корп. 1"
Хаус-бар,Бары,Открыто до 00:00,,700 - 1700,Партизанская;Измайлово
Хача,Грузинская кухня,Открыто до 23:00,,700 - 1700,Молодежная
Хача,Грузинская кухня,Открыто до 23:00,,700 - 1700,Шаболовская
Хачапур,Грузинская кухня,Открыто до 22:00,,700 - 1700,"Мытищинский р-н, дер. Грибки, Промышленная, влад. 3, стр. 2"
Хачапури и вино на Солянке,Грузинская кухня,Открыто до 00:00,,700 - 1700,Китай-город
Хачапури и вино на Трубной,Грузинская кухня,Открыто до 00:00,,700 - 1700,Цветной бульвар;Трубная
Хаш-лаваш,Грузинская кухня,Открыто до 00:00,,700 - 1700,Бауманская
Хаят,Халяльные рестораны,Открыто до 22:00,,700 - 1700,Проспект Мира;Сухаревская
Хватай,Тайская кухня,Открыто до 20:00,,700,Тульская
Хватай пельмень,Пельмени,Открыто до 22:00,,700,Автозаводская
Хвоя,Кафе,Открыто до 22:00,,700,Красные Ворота
"Хелло, Индия!",Индийская кухня,Открыто до 23:00,,700 - 1700,Профсоюзная
Хет-трик,Спортбары,Открыто до 00:00,,,Маяковская
Хижина,Грузинская кухня,Открыто до 00:00,,700 - 1700,Южная;Пражская
Хинакли vs Бургеры,Бургеры,Открыто до 23:00,,700 - 1700,Октябрьская
Хинкали Gali,Хинкали,Открыто до 23:00,,700,Ботанический сад
Хинкали Gali,Хинкали,Открыто до 23:00,,700,Савеловская
Хинкали Gali,Хинкали,Открыто до 23:00,,700,Улица 1905 года
Хинкали Gali,Хинкали,Открыто до 23:00,,700,Савеловская
Хинкали Gali,Хинкали,Открыто до 00:00,,700,Алтуфьево
Хинкали Gali,Хинкали,Открыто до 23:00,,700,"​Футбольная, 17"
Хинкали Gali,Хинкали,Открыто до 23:00,,700,Алексеевская
Хинкали Nation,Грузинская кухня,Открыто до 23:00,,700 - 1700,Чистые пруды;Тургеневская
Хинкали Point,Хинкали,Открыто до 23:00,,700,Белорусская;Новослободская
Хинкали & Vino,Грузинская кухня,Открыто до 00:00,,700 - 1700,Таганская;Марксистская
Хинкали & Vino,Грузинская кухня,Открыто до 00:00,,700 - 1700,Новые Черемушки
Хинкали & Vino,Грузинская кухня,Открыто до 00:00,,700 - 1700,Чистые пруды;Тургеневская
Хинкали-хаус,Хинкали,Открыто до 22:00,,700,Студенческая;Киевская
Хинкали-хаус,Хинкали,Открыто до 23:00,,700,Домодедовская
Хинкали & Чебурек,Грузинская кухня,Открыто до 00:00,,700,"2-я Рейсовая, 2, корп. 5"
Хинкалофф,Грузинская кухня,Открыто до 23:00,,700 - 1700,Новокузнецкая;Третьяковская
Хинкал-палас,Грузинская кухня,Открыто до 23:00,,700 - 1700,Нагорная
Хинкалька,Хинкали,Открыто до 23:00,,700 - 1700,Улица 1905 года
Хинкальная,Грузинская кухня,Открыто до 00:00,,700 - 1700,Преображенская площадь
Хинкальная,Хинкали,Открыто до 23:00,,700 - 1700,Динамо;Савеловская
Хинкальная,Хинкали,Открыто до 23:00,,700 - 1700,Коломенская
Хинкальная,Хинкали,Открыто до 23:00,,700 - 1700,Бульвар Дмитрия Донского;Улица Старокачаловская
Хинкальная,Грузинская кухня,Открыто до 00:30,,700 - 1700,Кантемировская
Хинкальная,Хинкали,Открыто до 23:00,,700,Шоссе Энтузиастов
Хинкальная,Хинкали,Открыто до 00:00,,700 - 1700,Партизанская;Измайлово
Хинкальная,Хинкали,Открыто до 22:00,,700 - 1700,Полежаевская;Хорошево
Хинкальная,Хинкали,Открыто до 23:00,,700 - 1700,Ленинский проспект;Академическая
Хинкальная,Хинкали,Открыто до 00:00,,700 - 1700,Сокольники
Хинкальная,Грузинская кухня,Открыто до 00:00,,700 - 1700,Беляево
Хинкальная,Хинкали,Открыто до 23:00,,700 - 1700,Площадь Ильича;Римская
Хинкальная №1,Грузинская кухня,Открыто до 00:00,,700 - 1700,Войковская;Петровско-Разумовская
Хинкальная №1,Грузинская кухня,Открыто до 23:00,,700 - 1700,Красные Ворота
Хинкальная №5,Хинкали,Открыто до 23:00,,700 - 1700,Печатники
Хинкальная в Коньково,Грузинская кухня,Открыто до 00:00,,700 - 1700,Беляево;Коньково
Хинкальная в Крылатском,Грузинская кухня,Открыто до 00:00,,700 - 1700,Крылатское
Хинкальная на Академика Варги,Грузинская кухня,Открыто до 00:00,,700 - 1700,Тропарево;Теплый Стан
Хинкальная на Арме,Грузинская кухня,Открыто до 00:00,,700,Курская;Чкаловская
Хинкальная на Бауманской,Грузинская кухня,Открыто до 23:00,,700 - 1700,Бауманская
Хинкальная на Боровском шоссе,Грузинская кухня,Открыто до 00:00,,700 - 1700,Говорово
Хинкальная на Брестской,Грузинская кухня,Открыто до 23:00,,700 - 1700,Белорусская
Хинкальная на Водном стадионе,Грузинская кухня,Открыто до 23:00,,700 - 1700,Водный стадион
Хинкальная на Гоголевском,Хинкали,Открыто до 23:00,,700 - 1700,Библиотека им. Ленина;Кропоткинская
Хинкальная на Добрынинской,Грузинская кухня,Открыто до 06:00,,700 - 1700,Добрынинская
Хинкальная на Земляном Валу,Грузинская кухня,Открыто до 00:00,,700 - 1700,Курская;Чкаловская
Хинкальная на Коштоянца,Грузинская кухня,Открыто до 00:00,,700 - 1700,Юго-Западная
Хинкальная на Краснобогатырской,Грузинская кухня,Открыто до 00:00,,700 - 1700,Преображенская площадь
Хинкальная на Мытной,Грузинская кухня,Открыто до 06:00,,700 - 1700,Октябрьская
Хинкальная на Новом Арбате,Грузинская кухня,Открыто до 00:00,,700 - 1700,Арбатская
Хинкальная на Пресне,Грузинская кухня,Открыто до 23:00,,700 - 1700,Краснопресненская;Улица 1905 года
Хинкальная на Руставели,Грузинская кухня,Открыто до 23:00,,700 - 1700,Бутырская
Хинкальная на Старом Арбате,Грузинская кухня,Открыто до 23:00,,700 - 1700,Арбатская;Смоленская
Хинкальная на Таганке,Хинкали,Открыто до 00:00,,700,Таганская;Марксистская
Хинкальный дворик,Грузинская кухня,Открыто до 00:00,,700 - 1700,Улица 1905 года
Хищник Steaks & Burgers,Американская кухня,Открыто до 00:00,,700 - 1700,Лубянка;Кузнецкий Мост
Хищник Steaks & Burgers,Американская кухня,Открыто до 23:00,,700 - 1700,Павелецкая
Хищник Steaks & Burgers,Бургеры,Открыто до 00:00,,700 - 1700,Охотный Ряд;Театральная
Хлеб-2,Пекарни,Открыто до 21:00,,,Кропоткинская
Хлеб & Co,Пекарни,Открыто до 22:00,,700 - 1700,Крылатское
Хлеб & Co,Пекарни,Открыто до 22:00,,700 - 1700,Кутузовская;Студенческая
Хлеб & Co,Пекарни,Открыто до 22:00,,700 - 1700,Белорусская
Хлеб & Co,Пекарни,Открыто до 22:00,,700 - 1700,Фрунзенская;Спортивная
Хлеба & Зрелищ,Кофейни,Открыто до 21:00,,,Красносельская
Хлеба & Зрелищ,Пицца,Открыто до 23:00,,700,Бульвар Рокоссовского
Хлеб да винчик,Гастробары,Открыто до 23:00,,1700 - 3000,Пятницкое шоссе
Хлеб да выпечка,Пекарни,Открыто до 22:00,,,Раменки
Хлеб да выпечка,Пекарни,Открыто до 22:00,,,Молодежная
Хлеб да выпечка,Пекарни,Открыто до 22:00,,,Домодедовская
Хлеб да калач,Пекарни,Открыто до 21:00,,,Университет;Профсоюзная
Хлеб да калач,Пекарни,Открыто до 21:00,,,Новогиреево
Хлеб да калач,Пекарни,Открыто до 21:00,,,Автозаводская;Дубровка
Хлеб да калач,Пекарни,Открыто до 21:00,,,Братиславская
Хлеб и вино,Бары,Открыто до 00:00,,1700 - 3000,Тропарево;Юго-Западная
Хлеб и вино,Бары,Открыто до 00:00,,1700 - 3000,Савеловская
Хлеб и еда,Кулинарные студии,,,,Проспект Мира
Хлеб & Кофе,Кафе,Открыто до 23:00,,700,Полежаевская;Хорошево
Хлеб-мясо,Кафе,Открыто до 23:00,,700,Бунинская аллея
Хлеб насущный,Пекарни,Открыто до 23:00,,700 - 1700,Арбатская;Смоленская
Хлеб насущный,Пекарни,Открыто до 23:00,,700 - 1700,Арбатская
Хлеб насущный,Пекарни,Открыто до 19:30,,700 - 1700,ЦСКА
Хлеб насущный,Пекарни,Открыто до 23:00,,700 - 1700,Ломоносовский проспект
Хлеб насущный,Пекарни,Открыто до 23:00,,700 - 1700,Маяковская
Хлеб насущный,Пекарни,Открыто до 23:00,,700 - 1700,Кропоткинская
Хлеб насущный,Пекарни,Открыто до 23:00,,700 - 1700,Тверская;Пушкинская
Хлеб насущный,Пекарни,Открыто до 23:00,,700 - 1700,Смоленская
Хлеб насущный,Пекарни,Открыто до 21:00,,700 - 1700,Фрунзенская
Хлеб насущный,Пекарни,,,700 - 1700,Парк культуры;Октябрьская
Хлеб насущный,Пекарни,,,700 - 1700,Парк культуры;Октябрьская
Хлеб насущный,Пекарни,Открыто до 23:00,,700 - 1700,Добрынинская;Серпуховская
Хлеб насущный,Пекарни,Открыто до 19:00,,700 - 1700,Автозаводская
Хлеб насущный Silver City,Пекарни,Открыто до 20:00,,700 - 1700,Курская
Хлеб насущный Вивальди,Пекарни,Открыто до 20:00,,700 - 1700,Павелецкая
Хлеб насущный Доминион,Пекарни,Открыто до 23:00,,700 - 1700,Университет
Хлеб насущный Климентовский,Пекарни,Открыто до 23:00,,700 - 1700,Новокузнецкая;Третьяковская
Хлеб насущный Ленинградский вокзал,Пекарни,Открыто до 00:00,,700 - 1700,Комсомольская
Хлеб насущный Метрополис,Пекарни,Открыто до 20:00,,700 - 1700,Войковская;Балтийская
Хлеб насущный Мясницкая,Пекарни,Открыто до 22:00,,700 - 1700,Чистые пруды;Тургеневская
Хлеб насущный Нескучный сад,Пекарни,Открыто до 17:00,,700 - 1700,Шаболовская;Ленинский проспект
Хлеб насущный экспресс,Пекарни,Открыто до 22:00,,700 - 1700,Комсомольская
Хлебная лавка,Пекарни,Открыто до 23:00,,700 - 1700,"аэропорт Внуково, терминал А, 2 этаж"
Хлебникофф,Пекарни,Открыто до 21:00,,700,Сокол
Хлебница,Пекарни,Открыто до 22:00,,,Первомайская
Хлебница,Пекарни,Открыто до 23:00,,,Текстильщики
Хлебница,Пекарни,Открыто до 23:00,,,ВДНХ
Хлебница,Пекарни,Открыто до 22:00,,,Рязанский проспект
Хлебница,Пекарни,Открыто до 22:00,,,Первомайская
Хлебница,Пекарни,Открыто до 22:00,,,Сокол
Хлебница,Пекарни,Открыто до 22:00,,,Братиславская
Хлебница,Пекарни,Открыто до 21:00,,,Первомайская
Хлебница,Пекарни,Открыто до 22:00,,,Рязанский проспект
Хлебница,Пекарни,Открыто до 23:00,,,Текстильщики
Хлебница,Пекарни,Открыто до 22:00,,,Октябрьское Поле
Хлебница,Пекарни,Открыто до 22:00,,,Автозаводская
Хлебница,Пекарни,Открыто до 21:00,,,Дмитровская
Хлебница,Пекарни,Открыто до 22:00,,,Коньково
Хлебница,Пекарни,Открыто до 21:00,,,Новогиреево
Хлебница,Пекарни,Открыто до 22:00,,,Савеловская
Хлебница,Пекарни,Открыто до 21:00,,,Тушинская
Хлебница,Пекарни,Открыто до 22:00,,,Бауманская
Хлебница,Пекарни,Открыто до 22:00,,,Бульвар Рокоссовского
Хлебница,Пекарни,Открыто до 22:00,,,Авиамоторная
Хлебница,Пекарни,Открыто до 22:00,,,Водный стадион
Хлебница,Пекарни,Открыто до 22:00,,,Водный стадион
Хлебница,Пекарни,Открыто до 22:00,,,Бунинская аллея
Хлебница,Пекарни,Открыто до 22:00,,,Площадь Ильича;Римская
Хлебница,Пекарни,Открыто до 22:00,,,Кузьминки
Хлебница,Пекарни,Открыто до 23:00,,,Проспект Мира
Хлебница,Пекарни,Открыто до 22:00,,,Рязанский проспект
Хлебница,Пекарни,Открыто до 23:00,,,Новогиреево
Хлебница,Пекарни,Открыто до 22:00,,,Достоевская
Хлебница,Пекарни,Открыто до 22:00,,,Красносельская
Хлебница,Пекарни,Открыто до 20:00,,,Академическая
Хлебница,Пекарни,Открыто до 22:00,,,"Егора Абакумова, 14а"
Хлебница,Пекарни,Открыто до 22:00,,,Новогиреево
Хлебница,Пекарни,Открыто до 22:00,,,Новослободская;Менделеевская
Хлебница,Пекарни,Открыто до 22:00,,,Первомайская
Хлебница,Пекарни,Открыто до 22:00,,,Коньково
Хлебница,Пекарни,Открыто до 22:00,,,Академическая
Хлебница,Пекарни,Открыто до 22:00,,,"Люберецкий р-н, пос. Малаховка, Рельсовая, 3а"
Хлебница,Пекарни,Открыто до 22:00,,,Тульская
Хлебница,Пекарни,Открыто до 22:00,,,Люблино
Хлебница,Пекарни,Открыто до 22:00,,,Люблино
Хлебница,Пекарни,Открыто до 22:00,,,Марьина Роща
Хлебница,Пекарни,Открыто до 22:00,,,Сходненская
Хлебница,Пекарни,Открыто до 22:00,,,Щелковская
Хлебница,Пекарни,Открыто до 22:00,,,Селигерская
Хлебные традиции,Пекарни,Открыто до 20:00,,,"Ленинский р-н, пос. Совхоза имени Ленина, 9а"
Хлебный двор,Пекарни,Открыто до 22:00,,,Юго-Западная
Хлебный двор,Пекарни,Открыто до 22:00,,,Крымская
Хлебный двор,Пекарни,Открыто до 22:00,,,Марьина Роща
Хлебный двор,Пекарни,Открыто до 19:00,,,Алтуфьево
Хлебный двор,Пекарни,Открыто до 22:00,,,Лианозово;Физтех
Хлебный двор,Пекарни,Открыто до 00:00,,,Войковская;Балтийская
Хлеб с маслом,Пекарни,Открыто до 21:00,,,Фрунзенская;Спортивная
Хлеб с маслом,Пекарни,Открыто до 21:00,,,Профсоюзная
Хлеб с маслом,Пекарни,Открыто до 21:00,,,Медведково
Хлеб-хаус,Караоке,Открыто до 23:00,,700,Новые Черемушки;Калужская
Хмельбург,Пивные рестораны,Открыто до 00:00,,700 - 1700,Щелковская;Первомайская
Хмельбург,Пивные рестораны,Открыто до 00:00,,700 - 1700,"просп. Победы, 12"
Хмель и эль,Пивные рестораны,Открыто до 00:00,,700 - 1700,Тверская;Пушкинская
Хмельная пинта,Бары,Открыто до 22:00,,,Алма-Атинская
Х.О.,Караоке,Открыто до 06:00,,700 - 1700,Свиблово
Ховрино,Бары,Открыто до 23:00,,700,Речной вокзал
Хон Ту,Китайская кухня,Открыто до 23:00,,700 - 1700,Таганская;Марксистская
Хорошая девочка,Европейская кухня,Открыто до 00:00,,1700 - 3000,Тверская;Пушкинская
Хорошее место,Кафе,Открыто до 17:30,,700 - 1700,Кожуховская
Хорошее место,Паровые коктейли,Открыто до 23:00,,700 - 1700,Марьина Роща
Хороший вкус,Кафе,Открыто до 21:00,,700 - 1700,Беляево
Хороший вкус,Бары,Открыто до 23:00,,700 - 1700,Белорусская;Улица 1905 года
Хочиен,Кафе,Открыто до 23:00,,700,Люблино
Хочу кофе!,Кофейни,Открыто до 21:00,,,Каширская
Хочу мяса,Бары,Открыто до 00:00,,700 - 1700,Киевская
Хочу пури,Грузинская кухня,Открыто до 22:00,,700 - 1700,Павелецкая
Хочу хинкали,Грузинская кухня,Открыто до 22:00,,700 - 1700,Новые Черемушки
Хочу хинкали,Хинкали,Открыто до 22:00,,700,Котельники
Хочу хычин,Балкарская кухня,Открыто до 00:00,,700,Арбатская;Смоленская
Хочу хычин,Балкарская кухня,Открыто до 23:00,,700,Добрынинская;Серпуховская
Хруст,Итальянская кухня,Открыто до 23:00,,700 - 1700,Автозаводская
Хруст,Итальянская кухня,Открыто до 00:00,,700 - 1700,Тульская
Хуан-кофеман,Кофейни,Открыто до 19:00,,,Сокол;Стрешнево
Хуан-кофеман,Кофейни,Открыто до 19:00,,,Перово
Хумус,Бары,Открыто до 22:00,,700,Цветной бульвар;Трубная
Хурма,Азербайджанская кухня,Открыто до 00:00,,700 - 1700,Студенческая
Хурма-бастурма,Грузинская кухня,Открыто до 00:00,,700 - 1700,Измайловская
Царица,Кафе,Открыто до 05:00,,700 - 1700,Алма-Атинская
Царица Востока,Банкетные залы,Открыто до 00:00,,700 - 1700,Рязанский проспект
Царские сады,Банкетные залы,Открыто до 00:00,,700 - 1700,Шоссе Энтузиастов
Царский,Банкетные залы,,,,Партизанская;Измайлово
Царский двор,Банкетные залы,,,,"Солнечногорский р-н, пос. Алабушево, Лермонтова, 42"
Царский дворик,Кафе,Открыто до 20:00,,700,Митино
Царьград,Турецкая кухня,Открыто до 00:00,,700 - 1700,ВДНХ
ЦДР Кафе,Кафе,Открыто до 21:00,,700,Сокол
Цезарь,Кафе,Открыто до 00:00,,700,Цветной бульвар;Трубная
Центр. Азия,Фастфуд,Открыто до 19:00,,700,Люблино;Братиславская
Центральный рынок,Концерты,Открыто до 23:00,,,Цветной бульвар;Трубная
Центральный рынок на Маросейке,Фуд-корты,Открыто до 23:00,,,Лубянка;Кузнецкий Мост
Церемониальная чайная. Студия Виктора Енина,Чайные,,,,Охотный Ряд;Театральная
ЦИАМ,Банкетные залы,,,,Авиамоторная
Циники,Европейская кухня,Открыто до 23:00,,700 - 1700,Тверская;Пушкинская
Циники,Вегетарианское меню,Открыто до 21:00,,700 - 1700,Маяковская
Цирк,Гастробары,Открыто до 00:00,,1700 - 3000,Цветной бульвар
Цитадель,Кафе,Открыто до 23:00,,1700 - 3000,Белорусская
Цицинатела,Грузинская кухня,Открыто до 21:00,,700,Выхино
Цоколь,Кофейни,Открыто до 21:00,,,Кунцевская
ЦСКА,Кафе,Открыто до 20:00,,700,Бауманская
ЦСКА,Кафе,Открыто до 20:00,,700,ЦСКА
ЦСКА,Кафе,Открыто до 20:00,,700,ЦСКА
Цукини,Кафе,Открыто до 19:00,,700 - 1700,Деловой центр;Улица 1905 года
Цукини,Кафе,Открыто до 00:00,,700 - 1700,Добрынинская;Серпуховская
Цунами,Кафе,Открыто до 06:00,,700 - 1700,Красногвардейская;Зябликово
Цыпа-цыпа,Фастфуд,Открыто до 23:00,,700,Лубянка;Кузнецкий Мост
Чае,Чайные,Открыто до 22:00,,,Сокольники
Чай +,Кафе,Открыто до 00:00,,700,Бауманская
Чайка,Кофейни,Открыто до 21:00,,,Тверская;Пушкинская
Чайковский,Кафе,Открыто до 23:00,,700 - 1700,Охотный Ряд;Театральная
Чайна-таун,Китайская кухня,Открыто до 23:00,,700 - 1700,Белорусская;Новослободская
Чайна-тун,Китайская кухня,Открыто до 00:00,,700,Новокузнецкая;Третьяковская
Чайная,Чайные,Открыто до 20:00,,,Пятницкое шоссе
Чайная высота. Винная глубина,Кондитерские,Открыто до 00:00,,,Охотный Ряд;Театральная
Чайная комната,Чайные,Открыто до 22:00,,,Новокузнецкая;Третьяковская
Чайная комната на Таганке,Чайные,Открыто до 20:00,,,Таганская;Марксистская
Чайникофф,Кофейни,Открыто до 00:00,,,Октябрьское Поле;Панфиловская
Чайникофф,Кофейни,Открыто до 00:00,,,Автозаводская
Чайникофф,Кофейни,Открыто до 00:00,,,Белорусская
Чайный домик,Банкетные залы,,,,Планерная;Сходненская
Чайных дел мастерская,Чайные,Открыто до 23:00,,,Лубянка;Кузнецкий Мост
Чайхана,Азербайджанская кухня,Открыто до 00:00,,700 - 1700,Проспект Мира
Чайхана,Узбекская кухня,Открыто до 00:00,,700,"Старая Купавна, Магистральная, 5"
Чайхана,Кафе,Открыто до 23:00,,700,Рязанский проспект
Чайхана,Кафе,Открыто до 23:00,,700,Проспект Мира
Чайханчик,Кафе,Открыто до 00:00,,700,Площадь Ильича;Римская
Чай-хауз,Узбекская кухня,Открыто до 00:00,,700 - 1700,"Гагарина, 37, ТЦ «Форус»"
Чайхона,Кафе,Открыто до 22:00,,700,Алтуфьево
Чайхона,Узбекская кухня,Открыто до 00:00,,700,Бауманская
Чайхона №1 Easy,Узбекская кухня,Открыто до 00:00,,700 - 1700,Южная
Чайхона №1 Easy,Узбекская кухня,Открыто до 00:00,,700 - 1700,Динамо
Чайхона №1 Easy,Узбекская кухня,Открыто до 00:00,,700 - 1700,Юго-Западная
Чайхона №1 Easy,Узбекская кухня,Открыто до 00:00,,700 - 1700,Сходненская
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 02:00,,1700 - 3000,Юго-Западная
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 06:00,,1700 - 3000,Арбатская;Смоленская
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 06:00,,1700 - 3000,Новокузнецкая;Третьяковская
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 00:00,,1700 - 3000,Марьино
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 00:00,,1700 - 3000,Пятницкое шоссе
Чайхона №1 Тимура Ланского,Европейская кухня,Открыто до 06:00,,1700 - 3000,Лубянка;Кузнецкий Мост
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 06:00,,1700 - 3000,Отрадное
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 00:00,,1700 - 3000,Бульвар Дмитрия Донского;Улица Старокачаловская
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 00:00,,1700 - 3000,Новокосино
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 22:00,,1700 - 3000,ЦСКА
Чайхона №1 Тимура Ланского,Узбекская кухня,Открыто до 00:00,,1700 - 3000,Тверская;Пушкинская
Чаме-Чаме,Грузинская кухня,Открыто до 22:00,,700 - 1700,Нижегородская
Чанахи,Кафе,Открыто до 00:00,,700 - 1700,Тверская;Пушкинская
Чао бао,Паназиатская кухня,Открыто до 21:00,,700,Коньково
Чао Италия,Фастфуд,Открыто до 22:00,,700,Беляево
Чап-чак,Кафе,Открыто до 23:00,,700 - 1700,Ростокино
Чарли,Кафе,Открыто до 23:00,,700 - 1700,"1-я Ватутинская, 6, корп. 3"
Чарли Bistro & Champagne,Европейская кухня,Открыто до 23:00,,3000,Маяковская;Тверская
Часовая,Кофейни,Открыто до 19:00,,700,Сокол
Час пик,Кафе,Открыто до 21:00,,700,Речной вокзал;Алтуфьево
Чача Room,Грузинская кухня,Открыто до 23:00,,700 - 1700,Речной вокзал;Планерная
Чача Room,Грузинская кухня,Открыто до 23:00,,700 - 1700,Охотный Ряд;Театральная
Чача-пури,Кафе,Открыто до 02:00,,700,Бабушкинская
Чача-пури,Грузинская кухня,Открыто до 23:00,,700 - 1700,Новые Черемушки
Чашки,Кафе,Открыто до 00:00,,1700 - 3000,Деловой центр;Улица 1905 года
